Enhancer_ID	chr	start	end	center	FANTOM5	associated_gene-FANTOM5	associated_gene-50Kb	associated_gene-4DGenome	Cell/Tissue	Detection_method	PMID	closest_gene	distance
1121	chr1	8373063	8382203	8375175,8378155	N,N	NA;NA	NA	RERE,TNFRSF9,PARK7,ERRFI1,SLC45A1,PER3	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	ERRFI1	286670
1122	chr1	84156603	84160741	84158744	N	NA	NA	NA	NA	NA	NA	PRKACB	383004
1123	chr1	84261963	84264186	84262590	N	NA	NA	NA	NA	NA	NA	PRKACB	279559
1124	chr1	84290987	84292799	84291928	N	NA	NA	NA	NA	NA	NA	PRKACB	250946
1125	chr1	84523315	84525198	84523973	N	NA	PRKACB	NA	NA	NA	NA	PRKACB	18547
1126	chr1	84752368	84756704	84752758	N	NA	NA	SAMD13,UOX,PRKACB,SSX2IP,DNASE2B,RPF1,MCOLN2	IMR90	Hi-C	24141950	RPF1	188216
1127	chr1	85047873	85054189	85049562,85051852	N,N	NA;NA	CTBS	CTBS,RPF1,GNG5	K562,IMR90	ChIA-PET,Hi-C	22265404,24141950	CTBS	7710
1128	chr1	85204811	85206763	85205841	N	NA	SSX2IP	SSX2IP,RPF1,SAMD13,TTLL7,PRKACB,UOX,DNASE2B,GNG5,CTBS,C1orf180,MCOLN2	IMR90	Hi-C	24141950	SSX2IP	48571
1129	chr1	86680716	86683385	86681392	N	NA	NA	NA	NA	NA	NA	ODF2L	178640
1130	chr1	86997229	86997986	86997700	N	NA	NA	NA	NA	NA	NA	ODF2L	135204
1131	chr1	87245538	87247662	87246647	N	NA	NA	HS2ST1,SEP15	IMR90	Hi-C	24141950	SH3GLB1	75285
1132	chr1	87273244	87286257	87279977,87283142	N,N	NA;NA	NA	NA	NA	NA	NA	SEP15	93850
1133	chr1	87891789	87895772	87893456	N	NA	NA	NA	NA	NA	NA	LMO4	97638
1134	chr1	88149712	88153093	88150860	N	NA	NA	LMO4	IMR90	Hi-C	24141950	LMO4	355561
1135	chr1	88432876	88435817	88433937	N	NA	NA	LMO4,LOC100505768,LOC339524	IMR90	Hi-C	24141950	LMO4	638725
1136	chr1	88500767	88504247	88501454	N	NA	NA	LMO4,LOC339524	IMR90	Hi-C	24141950	PKN2	645675
1137	chr1	88600324	88603411	88600698	N	NA	NA	LOC339524,LOC100505768	IMR90	Hi-C	24141950	PKN2	546511
1138	chr1	88806444	88814270	88807961	N	NA	NA	NA	NA	NA	NA	PKN2	335652
1139	chr1	88858746	88860551	88859682	N	NA	NA	NA	NA	NA	NA	PKN2	289371
1140	chr1	88927196	88929921	88928665	N	NA	NA	NA	NA	NA	NA	PKN2	220001
1141	chr1	88943604	88944297	88943760	N	NA	NA	NA	NA	NA	NA	PKN2	205625
1142	chr1	89031052	89033555	89032597	N	NA	NA	LOC339524	IMR90	Hi-C	24141950	PKN2	116367
1143	chr1	89075443	89076846	89075906	N	NA	NA	NA	NA	NA	NA	PKN2	73076
1144	chr1	8978953	8982531	8980832	N	NA	ENO1-AS1,ENO1	ENO1-AS1,ENO1,CA6,SLC2A7,SLC2A5	IMR90	Hi-C	24141950	ENO1	39802
1145	chr1	89790725	89797828	89791475	N	NA	NA	NA	NA	NA	NA	LRRC8B	192569
1146	chr1	8994421	8995952	8994621	N	NA	NA	SLC2A5,SLC2A7	IMR90	Hi-C	24141950	ENO1	55270
1147	chr1	89955044	89962625	89956955	N	NA	LRRC8B	LRRC8B	IMR90	Hi-C	24141950	LRRC8B	27772
1148	chr1	90217618	90219631	90218659	N	NA	NA	LRRC8C	IMR90	Hi-C	24141950	LRRC8D	66942
1149	chr1	90227441	90230862	90228461	N	NA	NA	LRRC8C,LRRC8D	IMR90	Hi-C	24141950	LRRC8D	55711
1150	chr1	90242877	90243715	90243527	N	NA	LRRC8D	FLJ27354,LRRC8C,GEMIN8P4,ZNF326	IMR90	Hi-C	24141950	LRRC8D	42858
1151	chr1	90527799	90530236	90528673	N	NA	NA	NA	NA	NA	NA	ZNF326	67121
1152	chr1	90684147	90689908	90685166	N	NA	NA	NA	NA	NA	NA	ZNF326	223469
1153	chr1	91297802	91302299	91301610	N	NA	NA	NA	NA	NA	NA	ZNF644	185513
1154	chr1	91302836	91307981	91307130	N	NA	NA	NA	NA	NA	NA	ZNF644	179831
1155	chr1	91334986	91358406	91356678	N	NA	NA	NA	NA	NA	NA	ZNF644	129406
1156	chr1	91567245	91569435	91568495	N	NA	NA	NA	NA	NA	NA	ZNF644	79433
1157	chr1	91583540	91591514	91585068,91589358	N,N	NA;NA	NA	NA	NA	NA	NA	ZNF644	95728
1158	chr1	91602573	91615854	91604848	N	NA	NA	NA	NA	NA	NA	ZNF644	114761
1159	chr1	91629678	91634205	91630648	N	NA	NA	BARHL2	IMR90	Hi-C	24141950	ZNF644	141866
1160	chr1	91892441	91895780	91893901	N	NA	NA	NA	NA	NA	NA	CDC7	70624
1161	chr1	92029688	92032266	92030889	N	NA	NA	TGFBR3,CDC7,HSP90B3P,KIAA1107,RPAP2,GLMN	IMR90	Hi-C	24141950	CDC7	63284
1162	chr1	92075726	92079284	92077498	Y	NA	NA	TGFBR3,HSP90B3P,CDC7,BRDT	IMR90	Hi-C	24141950	CDC7	109322
1163	chr1	92092695	92094499	92093389	N	NA	NA	TGFBR3,CDC7,HSP90B3P	IMR90	Hi-C	24141950	CDC7	126291
1164	chr1	92393838	92396494	92395166	N	NA	NA	TGFBR3,GLMN,CDC7,HSP90B3P	IMR90	Hi-C	24141950	RPAP2	368028
1165	chr1	9245013	9266188	9258774,9262694,9246464	N,N,N	NA;NA;NA	H6PD	SLC2A7,SLC25A33,GPR157,MIR34A,H6PD,SPSB1,TMEM201,PIK3CD,SLC2A5	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	H6PD	28675
1166	chr1	92905459	92909423	92907528,92909322	Y,N	NA;NA	NA	NA	NA	NA	NA	GLMN	140893
1167	chr1	93263957	93265436	93264386	N	NA	EVI5,RPL5	NA	NA	NA	NA	EVI5	5996
1168	chr1	93269274	93271845	93270546	Y	NA	EVI5,RPL5	EVI5	IMR90	Hi-C	24141950	EVI5	11313
1169	chr1	93501867	93503901	93502676	N	NA	MTF2	CCDC18,MTF2,TMED5,FAM69A,RPL5	IMR90	Hi-C	24141950	MTF2	40891
1170	chr1	93876104	93879276	93877302	N	NA	FNBP1L	DNTTIP2,BCAR3	IMR90	Hi-C	24141950	FNBP1L	34412
1171	chr1	93888821	93890961	93889648	N	NA	FNBP1L	NA	NA	NA	NA	FNBP1L	22727
1172	chr1	938912	945382	940974	N	NA	NOC2L,KLHL17,PLEKHN1,HES4,ISG15,AGRN	ISG15,AGRN	K562,MCF7	ChIA-PET	22265404	HES4	3360
1173	chr1	94157929	94161770	94160295	N	NA	BCAR3	BCAR3	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	BCAR3	10544
1174	chr1	94246303	94261010	94256855	N	NA	NA	BCAR3,MIR760,FNBP1L	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	DNTTIP2	83752
1175	chr1	94274601	94304466	94280638,94286525,94275071,94294089	N,N,N,N	NA;NA;NA;NA	DNTTIP2	BCAR3,MIR760,DR1,LOC100131564,FNBP1L,MTF2,CCDC18,DNTTIP2,LOC100129046	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	DNTTIP2	40296
1176	chr1	94712016	94715129	94713367	N	NA	NA	ABCA4,ARHGAP29,ABCD3	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	ABCD3	168804
1177	chr1	9471939	9476422	9473485	N	NA	NA	SPSB1,H6PD,SLC25A33	IMR90	Hi-C	24141950	SPSB1	118998
1178	chr1	94792579	94793745	94793078	Y	ARHGAP29	NA	ARHGAP29,ABCA4,BCAR3,GCLM,ABCD3	IMR90	Hi-C	24141950	ABCD3	90188
1179	chr1	9487387	9490862	9489069	Y	NA	NA	H6PD,SPSB1,SLC25A33,MIR34A,GPR157	IMR90	Hi-C	24141950	SLC25A33	108666
1180	chr1	95016875	95039516	95035171	N	NA	F3	SLC44A3,F3,ABCA4,ALG14	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	F3	9462
1181	chr1	95044166	95046741	95045697	N	NA	F3	F3,SLC44A3,CNN3,LOC729970,ABCD3	IMR90	Hi-C	24141950	F3	36753
1182	chr1	95064130	95065938	95064735	N	NA	NA	F3,ALG14,SLC44A3,CNN3	IMR90	Hi-C	24141950	F3	56717
1183	chr1	95115145	95128903	95118457,95123400,95126040	N,N,N	NA;NA;NA	NA	F3,ABCD3,SLC44A3	IMR90	Hi-C	24141950	F3	107732
1184	chr1	95148317	95155540	95154467	N	NA	NA	ABCD3,F3,ALG14	IMR90	Hi-C	24141950	F3	140904
1185	chr1	95162118	95201554	95194276,95196793,95162801,95200024	N,N,N,N	NA;NA;NA;NA	NA	F3,ABCD3,ALG14,SLC44A3	IMR90	Hi-C	24141950	F3	154705
1186	chr1	9528730	9531608	9529588	N	NA	NA	SPSB1,H6PD,SLC25A33,TMEM201	IMR90	Hi-C	24141950	SLC25A33	67920
1187	chr1	9554203	9556903	9555761	N	NA	SLC25A33	H6PD,SLC25A33,SPSB1,TMEM201,MIR34A,GPR157	IMR90	Hi-C	24141950	SLC25A33	42625
1188	chr1	95551027	95552589	95551189	Y	NA	TMEM56-RWDD3	ALG14,TMEM56-RWDD3,SLC44A3	IMR90,K562	Hi-C,ChIA-PET	24141950,22265404	TMEM56-RWDD3	30890
1189	chr1	95557199	95559097	95557917	N	NA	TMEM56-RWDD3	ALG14,TMEM56-RWDD3	IMR90	Hi-C	24141950	TMEM56-RWDD3	24382
1190	chr1	9559333	9560722	9559683	N	NA	SLC25A33	H6PD,SLC25A33,SPSB1	IMR90	Hi-C	24141950	SLC25A33	38806
1191	chr1	9571857	9576380	9576371,9572364	N,N	NA;NA	SLC25A33	H6PD,SLC25A33,SPSB1,SLC2A5,GPR157,MIR34A,TMEM201	IMR90	Hi-C	24141950	SLC25A33	23148
1192	chr1	95871060	95876950	95873253	N	NA	NA	NA	NA	NA	NA	TMEM56-RWDD3	287581
1193	chr1	95969146	95972831	95970079	N	NA	NA	NA	NA	NA	NA	TMEM56-RWDD3	385667
1194	chr1	96127073	96128206	96127588	N	NA	NA	NA	NA	NA	NA	TMEM56-RWDD3	543594
1195	chr1	96258680	96260891	96259893	N	NA	NA	NA	NA	NA	NA	TMEM56-RWDD3	675201
1196	chr1	96467346	96470807	96469200,96467839	N,N	NA;NA	NA	NA	NA	NA	NA	PTBP2	716368
1197	chr1	96517262	96522387	96517718	N	NA	NA	NA	NA	NA	NA	PTBP2	664788
1198	chr1	96598702	96600017	96599291	N	NA	NA	NA	NA	NA	NA	PTBP2	587158
1199	chr1	96883704	96884579	96883890	N	NA	NA	PTBP2	IMR90	Hi-C	24141950	PTBP2	302596
1200	chr1	96911882	96914282	96912862	N	NA	NA	NA	NA	NA	NA	PTBP2	272893
1201	chr1	96984675	96990739	96989333	N	NA	NA	NA	NA	NA	NA	PTBP2	196436
1202	chr1	97026531	97029721	97028012	N	NA	NA	NA	NA	NA	NA	PTBP2	157454
1203	chr1	97044355	97049558	97047172	N	NA	NA	NA	NA	NA	NA	PTBP2	137617
1204	chr1	97067886	97076083	97070183	N	NA	NA	NA	NA	NA	NA	PTBP2	111092
1205	chr1	97088640	97090020	97088973	N	NA	NA	NA	NA	NA	NA	PTBP2	97155
1206	chr1	97144013	97145240	97144640	N	NA	PTBP2	NA	NA	NA	NA	PTBP2	41935
1207	chr1	97179870	97182705	97181364,97180618	N,N	NA;NA	PTBP2	PTBP2	K562,IMR90	ChIA-PET,Hi-C	22265404,24141950	PTBP2	4470
1208	chr1	97321558	97323776	97322102	N	NA	NA	NA	NA	NA	NA	PTBP2	134383
1209	chr1	98517875	98521807	98519483	N	NA	NA	NA	NA	NA	NA	PTBP2	1330700
1210	chr1	98962180	98964182	98963431	N	NA	NA	NA	NA	NA	NA	AGL	1351458
1211	chr1	98980830	98982748	98982025	N	NA	NA	NA	NA	NA	NA	AGL	1332892
1212	chr1	99052845	99058647	99054661	N	NA	NA	NA	NA	NA	NA	AGL	1256993
1213	chr1	99266089	99272558	99269532	N	NA	NA	NA	NA	NA	NA	AGL	1043082
1214	chr1	99974084	99981927	99977820	N	NA	NA	NA	NA	NA	NA	AGL	333713
1215	chr10	100068241	100070252	100069270	N	NA	NA	LOXL4,C10orf28,PYROXD2,HPS1,HPSE2	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	PYROXD2	104726
1216	chr10	10009428	10010195	10009578	N	NA	NA	NA	NA	NA	NA	USP6NL	1643484
1217	chr10	1012607	1028789	1027413,1018808,1026476	N,N,N	NA;NA;NA	GTPBP4,IDI2-AS1	LARP4B,IDI2-AS1,IDI2,DIP2C,GTPBP4	IMR90,K562,MCF7	Hi-C,ChIA-PET	24141950,22265404	GTPBP4	5560
1218	chr10	101281382	101284443	101283121	N	NA	NKX2-3	GOT1,SLC25A28	IMR90	Hi-C	24141950	NKX2-3	8247
1219	chr10	10205221	10208986	10206932	N	NA	NA	NA	NA	NA	NA	USP6NL	1444693
1220	chr10	102188058	102189367	102189274	N	NA	NA	SCD,PKD2L1,SEC31B,LINC00263	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	LINC00263	54725
1221	chr10	102194632	102195914	102195216	N	NA	NA	SCD,SEC31B,PKD2L1,LINC00263	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	LINC00263	61299
1222	chr10	102384581	102387316	102385709	N	NA	NA	PAX2	IMR90	Hi-C	24141950	HIF1AN	88940
1223	chr10	102399776	102403874	102402471,102400236	N,N	NA;NA	NA	PAX2	IMR90	Hi-C	24141950	HIF1AN	104135
1224	chr10	102409343	102419100	102415011	N	NA	NA	PAX2,FAM178A	IMR90	Hi-C	24141950	HIF1AN	113702
1225	chr10	102441839	102446931	102444325	N	NA	NA	PAX2	IMR90	Hi-C	24141950	HIF1AN	146198
1226	chr10	102471439	102476805	102475533,102473408	N,N	NA;NA	NA	PAX2	IMR90	Hi-C	24141950	HIF1AN	175798
1227	chr10	102625540	102627872	102626580	N	NA	FAM178A	SCD,WNT8B,SEC31B,NDUFB8,HIF1AN,PAX2,PKD2L1	IMR90	Hi-C	24141950	FAM178A	44454
1228	chr10	102649926	102652457	102651404	N	NA	FAM178A	HIF1AN,NDUFB8,SEC31B,SCD,PAX2,FAM178A	IMR90	Hi-C	24141950	FAM178A	19869
1229	chr10	102658506	102659726	102658791	N	NA	FAM178A	SCD,PAX2,FAM178A	IMR90	Hi-C	24141950	FAM178A	12600
1230	chr10	102945999	102953420	102949874,102952071	N,N	NA;NA	NA	FBXW4,BTRC,C10orf76,FLJ41350,LBX1,TLX1NB,POLL,DPCD	IMR90	Hi-C	24141950	KAZALD1	125000
1231	chr10	102960576	102962814	102961035	N	NA	NA	BTRC,C10orf76,POLL,DPCD,FLJ41350	IMR90	Hi-C	24141950	KAZALD1	139577
1232	chr10	103031228	103033386	103031968	N	NA	NA	BTRC	IMR90	Hi-C	24141950	BTRC	80439
1233	chr10	103041892	103056790	103044974,103052326,103047781	N,N,N	NA;NA;NA	NA	BTRC,FLJ41350,POLL,TLX1,TLX1NB,LBX1,MIR3158-2,FBXW4,DPCD,FGF8,NPM3,MGEA5,LOC100289509	IMR90	Hi-C	24141950	BTRC	57035
1234	chr10	103069134	103072452	103070671	N	NA	BTRC	FLJ41350,BTRC,FBXW4,DPCD,MIR3158-2,POLL	IMR90	Hi-C	24141950	BTRC	41373
1235	chr10	103103959	103105633	103105216	N	NA	BTRC	BTRC,TLX1,TLX1NB,DPCD,POLL,FBXW4,FGF8	IMR90	Hi-C	24141950	BTRC	8192
1236	chr10	10330088	10334874	10330500	N	NA	NA	NA	NA	NA	NA	USP6NL	1318805
1237	chr10	103965030	103967692	103967434	N	NA	GBF1	LDB1,PPRC1,NOLC1,GBF1,PITX3,ELOVL3,ACTR1A,TMEM180,NFKB2,CUEDC2,SUFU,LOC100505761,C10orf95,FBXL15,PSD,MIR146B	IMR90	Hi-C	24141950	GBF1	37563
1238	chr10	10401935	10405027	10403679	N	NA	NA	NA	NA	NA	NA	USP6NL	1248652
1239	chr10	106336950	106339297	106338001	N	NA	NA	CCDC147	IMR90	Hi-C	24141950	ITPRIP	243287
1240	chr10	10662559	10663352	10662768	N	NA	NA	NA	NA	NA	NA	USP6NL	990327
1241	chr10	10692342	10699393	10693228	N	NA	NA	NA	NA	NA	NA	USP6NL	954286
1242	chr10	10736195	10737834	10737617	N	NA	NA	NA	NA	NA	NA	USP6NL	915845
1243	chr10	107434129	107436664	107435255	N	NA	NA	NA	NA	NA	NA	ITPRIP	1340466
1244	chr10	107487052	107489300	107487700	N	NA	NA	NA	NA	NA	NA	ITPRIP	1393389
1245	chr10	107494982	107501706	107495961	N	NA	NA	NA	NA	NA	NA	ITPRIP	1401319
1246	chr10	107603229	107607524	107604827	N	NA	NA	NA	NA	NA	NA	ITPRIP	1509566
1247	chr10	107711064	107713109	107712092	N	NA	NA	NA	NA	NA	NA	ITPRIP	1617401
1248	chr10	107732446	107734003	107733432	N	NA	NA	NA	NA	NA	NA	ITPRIP	1638783
1249	chr10	107775576	107783123	107776804,107780914	N,N	NA;NA	NA	NA	NA	NA	NA	ITPRIP	1681913
1250	chr10	108016877	108019761	108017403	N	NA	NA	NA	NA	NA	NA	ITPRIP	1923214
1251	chr10	10891475	10892439	10892098	N	NA	NA	NA	NA	NA	NA	USP6NL	761240
1252	chr10	109560349	109561355	109561023	N	NA	NA	NA	NA	NA	NA	XPNPEP1	2121956
1253	chr10	109638826	109641538	109640202	N	NA	NA	NA	NA	NA	NA	XPNPEP1	2041773
1254	chr10	109656685	109682259	109674118	N	NA	NA	NA	NA	NA	NA	XPNPEP1	2001052
1255	chr10	109710053	109711974	109711300	N	NA	NA	NA	NA	NA	NA	XPNPEP1	1971337
1256	chr10	109798575	109801648	109799766	N	NA	NA	NA	NA	NA	NA	XPNPEP1	1881663
1257	chr10	109872882	109881011	109874158	N	NA	NA	NA	NA	NA	NA	XPNPEP1	1802300
1258	chr10	11003322	11005442	11004162	N	NA	NA	CELF2	IMR90	Hi-C	24141950	USP6NL	648237
1259	chr10	110074755	110076956	110075698	N	NA	NA	NA	NA	NA	NA	XPNPEP1	1606355
1260	chr10	110145466	110146249	110145549	N	NA	NA	NA	NA	NA	NA	XPNPEP1	1537062
1261	chr10	110224804	110226756	110226049	N	NA	NA	NA	NA	NA	NA	XPNPEP1	1456555
1262	chr10	110537511	110538891	110538518	N	NA	NA	NA	NA	NA	NA	XPNPEP1	1144420
1263	chr10	110671215	110673801	110671979	N	NA	NA	NA	NA	NA	NA	XPNPEP1	1009510
1264	chr10	110796805	110798951	110797885	N	NA	NA	NA	NA	NA	NA	XPNPEP1	884360
1265	chr10	110942188	110943520	110942853	N	NA	NA	NA	NA	NA	NA	XPNPEP1	739791
1266	chr10	111066188	111067450	111067013	N	NA	NA	NA	NA	NA	NA	XPNPEP1	615861
1267	chr10	111215191	111219478	111216923	N	NA	NA	NA	NA	NA	NA	XPNPEP1	463833
1268	chr10	111322225	111328464	111325265	N	NA	NA	NA	NA	NA	NA	XPNPEP1	354847
1269	chr10	111560861	111561589	111561290	N	NA	NA	NA	NA	NA	NA	XPNPEP1	121722
1270	chr10	111585467	111588888	111585993	N	NA	NA	NA	NA	NA	NA	XPNPEP1	94423
1271	chr10	111954285	111955493	111954483	N	NA	MXI1	XPNPEP1,ADD3,MXI1,SMNDC1	IMR90	Hi-C	24141950	MXI1	11870
1272	chr10	111957889	111959078	111958744	N	NA	MXI1	XPNPEP1,MXI1,SMNDC1,ADD3	IMR90	Hi-C	24141950	MXI1	8285
1273	chr10	112077304	112080229	112079065	N	NA	SMNDC1	MXI1,DUSP5,SMC3,RBM20	IMR90	Hi-C	24141950	SMNDC1	12597
1274	chr10	112090904	112093439	112092328	N	NA	SMNDC1	DUSP5,SMC3,RBM20	IMR90	Hi-C	24141950	SMNDC1	26197
1275	chr10	112152211	112153439	112152481	N	NA	NA	SMC3,DUSP5	IMR90	Hi-C	24141950	SMNDC1	87504
1276	chr10	112802844	112809193	112802959	N	NA	ADRA2A	NA	NA	NA	NA	ADRA2A	27597
1277	chr10	113264365	113268546	113266953	N	NA	NA	NA	NA	NA	NA	ADRA2A	427575
1278	chr10	113342494	113350499	113344192	N	NA	NA	NA	NA	NA	NA	ADRA2A	505704
1279	chr10	113482241	113485031	113483741	N	NA	NA	NA	NA	NA	NA	GPAM	458506
1280	chr10	113572192	113578432	113573827	N	NA	NA	NA	NA	NA	NA	GPAM	365105
1281	chr10	113715957	113717876	113716902	N	NA	NA	NA	NA	NA	NA	GPAM	225661
1282	chr10	113821357	113828349	113822407	N	NA	NA	NA	NA	NA	NA	GPAM	115188
1283	chr10	114656099	114660906	114658989	N	NA	TCF7L2	TCF7L2,VTI1A	IMR90	Hi-C	24141950	TCF7L2	49103
1284	chr10	114666944	114677426	114667900	N	NA	TCF7L2	TCF7L2,VTI1A	IMR90	Hi-C	24141950	TCF7L2	32583
1285	chr10	11477982	11481610	11479660	N	NA	NA	NA	NA	NA	NA	USP6NL	172069
1286	chr10	114992410	114994018	114992983	N	NA	NA	VTI1A,TCF7L2	IMR90	Hi-C	24141950	TCF7L2	282401
1287	chr10	115068153	115071874	115069306	N	NA	NA	VTI1A	IMR90	Hi-C	24141950	TCF7L2	358144
1288	chr10	115085650	115087334	115086504	N	NA	NA	VTI1A	IMR90	Hi-C	24141950	CASP7	351601
1289	chr10	115304334	115306596	115304873	N	NA	NA	NA	NA	NA	NA	CASP7	132339
1290	chr10	115566182	115567926	115567206	N	NA	DCLRE1A,NHLRC2	CASP7	IMR90	Hi-C	24141950	DCLRE1A	45933
1291	chr10	115778286	115779203	115778545	N	NA	NA	NA	NA	NA	NA	C10orf118	155161
1292	chr10	116524017	116531000	116528006	N	NA	NA	ABLIM1,AFAP1L2,FAM160B1,ATRNL1	IMR90	Hi-C	24141950	FAM160B1	50503
1293	chr10	116531816	116532874	116532181	N	NA	FAM160B1	ABLIM1,AFAP1L2,ATRNL1,FAM160B1	IMR90	Hi-C	24141950	FAM160B1	48629
1294	chr10	116545962	116549941	116548615	N	NA	FAM160B1	ABLIM1,AFAP1L2,FAM160B1,VWA2	IMR90	Hi-C	24141950	FAM160B1	31562
1295	chr10	116808116	116811341	116810244	N	NA	NA	NA	NA	NA	NA	TRUB1	110164
1296	chr10	116813505	116817550	116816300	N	NA	NA	NA	NA	NA	NA	TRUB1	115553
1297	chr10	11689749	11691572	11690637	N	NA	USP6NL	USP6NL,ECHDC3	IMR90	Hi-C	24141950	USP6NL	36070
1298	chr10	11838612	11843049	11840815	N	NA	C10orf47	C10orf47	IMR90	Hi-C	24141950	C10orf47	22348
1299	chr10	118520453	118522497	118522187	N	NA	NA	HSPA12A,MIR3663	IMR90	Hi-C	24141950	C10orf82	90972
1300	chr10	118550	123869	119688,122619	N,N	NA;NA	NA	ZMYND11	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	ZMYND11	56536
1301	chr10	11857928	11860792	11858529	N	NA	C10orf47	NA	NA	NA	NA	C10orf47	4605
1302	chr10	118580797	118597053	118584139,118594887	N,N	NA;NA	NA	KCNK18,HSPA12A,C10orf82,ENO4,VAX1,MIR3663,KIAA1598,PNLIPRP2	IMR90,MCF7	Hi-C,ChIA-PET	24141950,22265404	C10orf82	151316
1303	chr10	118843667	118845635	118844306	N	NA	NA	ENO4	IMR90	Hi-C	24141950	KIAA1598	78579
1304	chr10	118940148	118941844	118941282	N	NA	NA	PNLIPRP2,C10orf82,HSPA12A,ENO4,KCNK18	IMR90	Hi-C	24141950	KIAA1598	175060
1305	chr10	118948597	118951614	118951524,118949107	N,N	NA;NA	NA	PNLIPRP2,C10orf82,KCNK18,HSPA12A,SLC18A2	IMR90	Hi-C	24141950	PDZD8	183323
1306	chr10	119183969	119187558	119185129	N	NA	PDZD8	NA	NA	NA	NA	PDZD8	49032
1307	chr10	119480093	119481438	119480787	N	NA	NA	NA	NA	NA	NA	RAB11FIP2	324676
1308	chr10	119493885	119496239	119494758	N	NA	NA	CASC2	IMR90	Hi-C	24141950	RAB11FIP2	309875
1309	chr10	119597982	119599360	119598650	N	NA	NA	CASC2	IMR90	Hi-C	24141950	RAB11FIP2	206754
1310	chr10	119607273	119608730	119607872	N	NA	NA	NA	NA	NA	NA	RAB11FIP2	197384
1311	chr10	120030704	120032333	120031688	N	NA	NA	EMX2OS,EMX2	IMR90	Hi-C	24141950	FAM204A	69506
1312	chr10	120399290	120400688	120400140	N	NA	NA	NA	NA	NA	NA	C10orf46	114070
1313	chr10	120402471	120404181	120403705	N	NA	NA	NA	NA	NA	NA	C10orf46	110577
1314	chr10	120517786	120521347	120519803	N	NA	C10orf46	C10orf46	K562	ChIA-PET	22265404	C10orf46	3028
1315	chr10	120581068	120582347	120581847	N	NA	NA	PRLHR	IMR90	Hi-C	24141950	C10orf46	66310
1316	chr10	120650899	120652093	120651310	N	NA	NA	NA	NA	NA	NA	C10orf46	136141
1317	chr10	120656926	120661135	120659432	N	NA	NA	NA	NA	NA	NA	NANOS1	128093
1318	chr10	120703464	120710279	120706994	N	NA	NA	PRLHR,NANOS1,EIF3A	IMR90	Hi-C	24141950	NANOS1	78949
1319	chr10	120722637	120723913	120723182	N	NA	NA	NA	NA	NA	NA	NANOS1	65315
1320	chr10	120740852	120743828	120742707	N	NA	NANOS1	C10orf46	IMR90	Hi-C	24141950	NANOS1	45400
1321	chr10	120761770	120763525	120762435	N	NA	NANOS1	C10orf46	IMR90	Hi-C	24141950	NANOS1	25703
1322	chr10	120851200	120854979	120853522	N	NA	EIF3A,FAM45B	EIF3A,PRDX3,SFXN4,FAM45B,TIAL1	IMR90,MCF7,K562	Hi-C,ChIA-PET	24141950,22265404	FAM45B	8650
1323	chr10	121460867	121464564	121461018	N	NA	BAG3,INPP5F	INPP5F,MCMBP,SEC23IP	IMR90	Hi-C	24141950	INPP5F	20995
1324	chr10	121806551	121808315	121807465	N	NA	NA	NA	NA	NA	NA	SEC23IP	154466
1325	chr10	121835939	121839365	121837233	N	NA	NA	NA	NA	NA	NA	SEC23IP	183854
1326	chr10	121885700	121889110	121887495	N	NA	NA	NA	NA	NA	NA	SEC23IP	233615
1327	chr10	122113683	122115274	122114517	N	NA	NA	NA	NA	NA	NA	SEC23IP	461598
1328	chr10	122203482	122210835	122207990,122204479	N,N	NA;NA	NA	NA	NA	NA	NA	WDR11	399852
1329	chr10	122388846	122391090	122390319	N	NA	NA	NA	NA	NA	NA	WDR11	219597
1330	chr10	122392716	122396035	122393940	N	NA	NA	NA	NA	NA	NA	WDR11	214652
1331	chr10	122708145	122711961	122709263	N	NA	NA	ATE1	IMR90	Hi-C	24141950	WDR11	97458
1332	chr10	122721235	122723898	122722819	N	NA	NA	ATE1,FGFR2	IMR90	Hi-C	24141950	WDR11	110548
1333	chr10	122738047	122741432	122739611	N	NA	NA	NA	NA	NA	NA	WDR11	127360
1334	chr10	122791005	122796768	122791646,122794846	N,N	NA;NA	NA	NA	NA	NA	NA	WDR11	180318
1335	chr10	123096672	123101858	123099951	N	NA	NA	NA	NA	NA	NA	FGFR2	256114
1336	chr10	123383550	123384494	123383674	N	NA	FGFR2	NA	NA	NA	NA	FGFR2	25578
1337	chr10	123426401	123429886	123428358	N	NA	NA	NA	NA	NA	NA	FGFR2	68429
1338	chr10	123467555	123470721	123469517	N	NA	NA	NA	NA	NA	NA	FGFR2	109583
1339	chr10	124865778	124868434	124867299	N	NA	BUB3	NA	NA	NA	NA	BUB3	45326
