region	EnhA1	EnhA2	EnhBiv	EnhG1	EnhG2	EnhWk	Het	Quies	ReprPC	ReprPCWk	TssA	TssBiv	TssFlnkD	TssFlnk	TssFlnkU	Tx	TxWk	ZNF-Rpts
chr14_h1:95975000-95980000	0.01631852004	0	0	0.01631852004	0	0.03263704007	0	0	0	0	0	0	0	0	0	0.01631852004	0.03263704007	0
chr14_h1:95980000-95985000	0	0	0	0	0	0	0	0.01983168086	0	0	0	0	0	0	0	0	0	0
chr14_h1:95990000-95995000	0	0	0	0	0	0.01173433232	0	0	0.01286428864	0.0374629096	0	0	0	0	0	0	0.01173433232	0
chr14_h1:95995000-96000000	0	0	0	0	0	0.02591057096	0	0	0	0.01295528548	0	0	0	0	0	0	0.02591057096	0
chr14_h1:96035000-96040000	0	0	0	0	0	0.01666970339	0	0	0	0.008334851694	0	0	0	0	0	0	0.01666970339	0
chr14_h1:96050000-96055000	0	0	0	0	0	0.02518888363	0	0.01259444182	0	0	0	0	0	0	0	0	0.02518888363	0
chr14_h1:96095000-96100000	0	0	0	0	0	0.03035345402	0	0	0	0.01517672701	0	0	0	0	0	0	0.04294789584	0
chr14_h1:96100000-96105000	0	0	0	0	0	0	0.0371836205	0.07436724099	0	0	0	0	0	0	0	0	0	0
chr14_h1:96115000-96120000	0	0	0	0	0	0	0	0.01745901428	0.01745901428	0.01745901428	0	0.01745901428	0	0	0	0	0	0
chr14_h1:96120000-96125000	0	0	0	0	0	0	0	0.0150074858	0	0	0	0	0	0	0	0	0	0
chr14_h1:96150000-96155000	0	0	0.01474360002	0	0	0.01474360002	0.01474360002	0.01474360002	0	0	0	0.01474360002	0	0	0	0	0	0
chr14_h1:96165000-96170000	0	0	0	0	0	0	0	0.0150074858	0	0.0150074858	0	0	0	0	0	0	0	0
chr14_h1:96200000-96205000	0	0	0	0	0	0	0.01745901428	0.01745901428	0	0	0	0	0	0	0	0	0	0.01745901428
chr14_h1:96205000-96210000	0	0	0	0	0	0	0	0.01474360002	0	0	0	0	0	0	0	0	0	0
chr14_h1:96215000-96220000	0	0	0	0	0	0	0	0.01903193376	0	0	0	0	0	0	0	0	0	0
chr14_h1:96265000-96270000	0	0	0	0	0	0	0	0.01903193376	0	0	0	0	0	0	0	0	0	0
chr14_h1:96270000-96275000	0	0	0	0	0	0	0	0.0371836205	0	0	0	0	0	0	0	0	0	0
chr14_h1:96580000-96585000	0	0	0	0	0	0	0	0.03565192425	0	0	0	0	0	0.03565192425	0	0	0.03565192425	0
chr14_h1:96585000-96590000	0	0	0	0	0	0.02389541017	0	0	0	0.02389541017	0	0	0	0	0	0	0.04779082034	0.02389541017
chr14_h1:96665000-96670000	0	0	0	0	0	0.02389541017	0	0	0	0	0	0	0	0	0	0	0.02389541017	0
chr14_h1:96740000-96745000	0	0	0	0	0	0.03565192425	0	0	0	0	0	0	0	0	0	0	0.03565192425	0
chr14_h1:96935000-96940000	0	0	0	0	0	0.01062743585	0.01062743585	0.01062743585	0.01062743585	0.01062743585	0	0	0	0	0	0	0	0
chr14_h1:97035000-97040000	0	0	0	0	0	0	0	0.01062743585	0	0	0	0	0	0	0	0	0	0
chr14_h1:97185000-97190000	0	0	0	0	0	0	0	0.01338903511	0	0	0	0	0	0	0	0	0	0
chr14_h1:97245000-97250000	0	0	0	0	0	0	0	0.01338903511	0	0	0	0	0	0	0	0	0	0
chr14_h1:99120000-99125000	0	0	0.00872661904	0	0	0.01745323808	0	0	0	0	0	0.00872661904	0.00872661904	0.00872661904	0	0	0	0
chr14_h1:99170000-99175000	0.008266643435	0	0	0	0	0.02479993031	0	0	0	0	0	0	0	0	0	0	0.02479993031	0
chr14_h1:99190000-99195000	0.01153807545	0	0	0	0	0.02307615091	0	0	0	0	0.04144438061	0.01381479354	0.01153807545	0.06907396768	0.01153807545	0	0.01153807545	0
chr14_h1:99225000-99230000	0	0	0.01096157832	0	0	0.02192315664	0	0	0	0	0	0.01096157832	0.01096157832	0.01096157832	0	0	0	0
chr14_h1:99240000-99245000	0	0	0	0	0	0.01153807545	0	0.01153807545	0	0	0	0	0	0	0	0	0.01153807545	0
chr14_h1:99255000-99260000	0	0	0	0	0	0.008266643435	0	0	0	0	0	0	0	0	0	0.008266643435	0.008266643435	0
chr14_h1:99265000-99270000	0	0	0	0	0	0	0	0.01968819736	0	0	0	0	0	0	0	0	0	0
chr14_h1:99270000-99275000	0	0	0	0	0	0.01381479354	0	0.01381479354	0	0	0	0	0	0	0	0	0.01381479354	0
chr14_h1:99320000-99325000	0.01809042437	0	0	0	0	0.03618084874	0	0	0	0	0	0	0	0	0	0	0.01809042437	0
chr14_h1:99390000-99395000	0	0	0	0	0	0.01809042437	0	0.01809042437	0	0	0	0	0	0	0	0	0	0
chr14_h1:99510000-99515000	0	0	0	0	0	0.01252155745	0	0	0	0	0	0	0	0	0	0	0.0250431149	0
chr14_h1:99515000-99520000	0	0	0	0	0	0.07807502743	0	0.03903751372	0	0	0	0	0	0	0	0	0.03903751372	0
chr14_h1:99520000-99525000	0	0	0.02087838356	0	0	0.02087838356	0	0	0	0	0.02087838356	0.02087838356	0	0.02087838356	0	0	0.02087838356	0
chr14_h1:99530000-99535000	0	0	0	0	0	0.03831262552	0	0	0	0	0	0	0	0	0	0	0.03831262552	0
chr14_h1:99545000-99550000	0	0	0	0	0	0	0	0.01792416111	0	0	0	0	0	0	0	0	0	0
chr14_h1:99580000-99585000	0.01915631276	0	0	0	0	0.05746893827	0	0	0	0	0	0	0	0	0	0	0.03831262552	0
chr14_h1:99600000-99605000	0.02087838356	0	0	0	0	0.02087838356	0	0	0	0	0	0	0	0	0	0	0.02087838356	0
chr14_h1:99625000-99630000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03903751372	0
chr14_h1:99630000-99635000	0	0	0	0	0	0.03584832222	0	0	0	0	0	0	0	0	0	0	0.01792416111	0
chr14_h1:99635000-99640000	0	0	0	0	0	0.02841090353	0.02841090353	0.02841090353	0	0	0	0	0	0	0	0	0.05682180705	0.02841090353
chr14_h1:99670000-99675000	0	0	0	0.01252155745	0	0	0	0	0	0	0	0	0	0	0	0.01252155745	0.01252155745	0
chr14_h1:99675000-99680000	0	0	0	0	0	0	0	0.02841090353	0	0	0	0	0	0	0	0	0	0
chr14_h1:99680000-99685000	0.01590307636	0	0	0	0	0.03180615271	0	0	0	0	0	0	0	0	0	0	0.03180615271	0
chr14_h1:99725000-99730000	0	0	0	0	0	0	0	0.009691062716	0	0	0	0	0	0	0	0	0	0
chr14_h1:99730000-99735000	0	0	0	0	0	0.01591296259	0	0.01494332297	0	0.01494332297	0	0	0.007956481296	0.007956481296	0	0	0.01591296259	0
chr14_h1:99750000-99755000	0	0	0	0	0	0.01498633701	0	0	0	0	0	0	0	0	0	0	0.01498633701	0
chr14_h1:99785000-99790000	0	0	0	0	0	0.0448299689	0	0	0	0	0	0	0.01494332297	0.01494332297	0	0	0.02988664594	0
chr14_h1:99790000-99795000	0.01615868225	0	0	0	0	0.04847604675	0	0	0	0	0	0	0	0	0	0	0.01615868225	0
chr14_h1:99810000-99815000	0	0	0	0	0	0.01938212543	0	0	0	0	0	0	0	0	0	0	0.01938212543	0
chr14_h1:99875000-99880000	0	0	0	0	0	0.01498633701	0	0	0	0	0	0	0	0	0	0	0.02997267403	0
chr14_h1:99880000-99885000	0	0	0	0	0	0.01590307636	0	0.01590307636	0	0	0	0	0.03180615271	0.01590307636	0	0	0	0
chr14_h1:99885000-99890000	0	0	0.01615868225	0	0	0	0	0	0.01615868225	0.01615868225	0.0323173645	0.01615868225	0.01615868225	0.064634729	0	0	0	0
chr14_h1:99890000-99895000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01373697734	0.02747395467	0
chr14_h1:99940000-99945000	0	0	0	0	0	0.01373697734	0	0	0	0	0	0	0	0	0	0	0.01373697734	0
chr14_h1:99945000-99950000	0	0	0	0	0	0.02386944389	0	0	0	0	0	0	0.007956481296	0.007956481296	0	0	0.01591296259	0
chr14_h1:99980000-99985000	0	0	0	0	0	0	0	0.01165895017	0	0	0	0	0	0	0	0	0	0
chr14_h1:100055000-100060000	0	0	0	0	0	0	0	0.01586043042	0	0	0	0	0	0	0	0	0.01586043042	0
chr14_h1:100100000-100105000	0	0	0	0	0	0	0	0.01586043042	0	0	0	0	0	0	0	0	0	0
chr14_h1:100105000-100110000	0	0	0	0	0	0	0	0.01165895017	0	0	0	0	0	0	0	0	0	0
chr14_h1:100300000-100305000	0	0	0	0	0	0.01667693087	0	0	0	0	0.03335386174	0	0.03335386174	0	0.01667693087	0	0.01667693087	0
chr14_h1:100375000-100380000	0	0	0	0	0	0.01667693087	0	0	0	0	0	0	0.01667693087	0	0.01667693087	0	0.01667693087	0
chr14_h1:100380000-100385000	0	0	0.01963381901	0	0	0	0	0	0.01963381901	0.01963381901	0	0	0	0.01963381901	0	0	0.01963381901	0
chr14_h1:100420000-100425000	0	0	0	0	0	0.01399443991	0	0.01399443991	0	0	0	0	0	0	0	0	0.01399443991	0
chr14_h1:100435000-100440000	0	0	0	0	0	0	0	0.01117910694	0	0	0	0	0	0	0	0	0	0
chr14_h1:100440000-100445000	0	0	0	0	0	0.02075077819	0	0.02075077819	0	0.02075077819	0	0	0	0.02075077819	0	0	0	0
chr14_h1:100480000-100485000	0	0	0	0	0	0	0	0.01117910694	0	0	0	0	0	0	0	0	0	0
chr14_h1:100525000-100530000	0	0	0.02177538694	0	0	0	0	0	0.02177538694	0.02177538694	0	0	0	0.02177538694	0	0	0.02177538694	0
chr14_h1:100535000-100540000	0	0	0	0	0	0.01399443991	0	0	0	0.01399443991	0	0	0	0	0	0	0.01399443991	0
chr14_h1:100585000-100590000	0	0	0	0	0	0	0	0.01734721509	0	0	0	0	0	0	0	0	0	0
chr14_h1:100640000-100645000	0	0	0.03469443018	0	0	0	0	0	0.03469443018	0.01734721509	0	0.01734721509	0	0	0	0	0	0
chr14_h1:100645000-100650000	0	0	0	0	0	0.04150155638	0	0.04150155638	0	0	0	0	0	0	0	0	0.02075077819	0
chr14_h1:100650000-100655000	0	0	0	0	0	0.01963381901	0	0.01963381901	0	0	0	0	0	0	0	0	0.04140920595	0
chr14_h1:100660000-100665000	0	0.007938112734	0	0	0	0	0.007938112734	0.02761067801	0	0	0	0	0	0	0	0	0.007938112734	0.007938112734
chr14_h1:100670000-100675000	0	0	0.01216279557	0	0	0.02432559113	0	0.01216279557	0	0	0	0.01216279557	0	0	0	0	0.01216279557	0
chr14_h1:100705000-100710000	0	0	0	0	0	0	0	0.01425287581	0	0	0	0	0	0	0	0	0	0
chr14_h1:100710000-100715000	0	0.01484964007	0	0	0	0	0.0266062562	0.03836287234	0	0	0	0	0	0	0	0	0.01484964007	0.01484964007
chr14_h1:100735000-100740000	0	0	0	0	0	0	0	0.01691435998	0	0	0	0	0	0	0	0	0	0
chr14_h1:100775000-100780000	0	0	0	0	0	0.01691435998	0	0.01691435998	0	0.01691435998	0	0	0	0	0	0	0	0
chr14_h1:100795000-100800000	0	0	0	0	0	0	0	0.008769406731	0	0	0	0	0	0	0	0	0	0
chr14_h1:100825000-100830000	0	0	0.01484964007	0	0	0	0	0.007938112734	0.02969928013	0.01484964007	0	0	0	0	0	0	0	0
chr14_h1:100845000-100850000	0	0	0.03070064219	0	0	0.03289553275	0	0.02735092492	0.01425287581	0.01425287581	0	0.03070064219	0	0	0	0	0.01644776637	0
chr14_h1:100880000-100885000	0	0	0.01175661614	0	0	0	0	0	0.02351323227	0.01175661614	0	0	0	0	0	0	0	0
chr14_h1:100895000-100900000	0	0	0.01216279557	0	0	0	0	0.01644776637	0.02432559113	0.02432559113	0	0	0	0	0	0	0	0
chr14_h1:100900000-100905000	0	0	0	0	0	0.01204312703	0	0.01204312703	0	0.01204312703	0	0	0	0	0	0	0	0
chr14_h1:101080000-101085000	0	0	0.03612938108	0	0	0	0	0	0.02408625405	0	0	0.02408625405	0	0	0	0	0	0
chr14_h1:101185000-101190000	0	0	0	0	0	0.01663184836	0	0	0	0.01663184836	0	0	0	0	0	0	0.01663184836	0
chr14_h1:101230000-101235000	0	0	0	0	0	0	0	0.01663184836	0	0	0	0	0	0	0	0	0	0
chr14_h1:101460000-101465000	0	0	0.01654938334	0	0	0	0	0	0.01654938334	0.01654938334	0	0.01654938334	0	0	0	0	0	0
chr14_h1:101500000-101505000	0	0	0	0	0	0	0.01586860699	0	0	0.01586860699	0	0	0	0	0	0	0	0
chr14_h1:101545000-101550000	0	0	0	0	0	0	0	0.01586860699	0	0	0	0	0	0	0	0	0	0
chr14_h1:101555000-101560000	0	0	0.01654938334	0	0	0	0	0	0.03309876668	0.03309876668	0	0	0	0	0	0	0	0
chr14_h1:102085000-102090000	0	0	0.01386274362	0	0	0	0	0.01386274362	0	0.01386274362	0	0.01386274362	0	0.01386274362	0	0	0	0
chr14_h1:102235000-102240000	0	0	0	0	0	0	0	0.0227461732	0	0	0	0	0	0.0227461732	0	0	0	0
chr14_h1:102305000-102310000	0	0	0	0	0	0.0227461732	0	0.0227461732	0	0	0	0	0	0	0	0	0.0227461732	0
chr14_h1:102310000-102315000	0	0	0	0.01386274362	0	0	0	0.01386274362	0	0	0.01386274362	0	0.02772548724	0.01386274362	0.01386274362	0	0	0
chr14_h1:102435000-102440000	0	0	0	0	0	0.0556958956	0	0.0278479478	0	0	0	0	0.0556958956	0.0278479478	0	0	0	0
chr14_h1:102510000-102515000	0	0	0	0	0	0.0278479478	0	0	0	0	0	0	0	0	0	0	0.0556958956	0
chr14_h1:102695000-102700000	0	0	0.01345588851	0	0	0.03565129307	0	0.01782564653	0.01345588851	0	0	0.01345588851	0	0	0	0	0.01782564653	0
chr14_h1:102760000-102765000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01782564653	0
chr14_h1:102775000-102780000	0	0	0.02062802935	0	0	0	0	0	0.02062802935	0	0	0.02062802935	0	0	0	0	0.02062802935	0.02062802935
chr14_h1:102780000-102785000	0.02097612887	0	0	0	0	0.02097612887	0	0	0	0	0	0	0	0	0	0	0.04195225775	0
chr14_h1:102800000-102805000	0	0	0	0	0	0.01234806802	0	0.01234806802	0	0	0	0	0	0	0	0	0.01234806802	0
chr14_h1:102835000-102840000	0	0	0	0	0	0.04195225775	0	0	0	0	0	0	0	0	0	0	0.02097612887	0
chr14_h1:102915000-102920000	0	0	0	0	0	0.01234806802	0	0.01234806802	0	0	0	0	0	0	0	0	0.01234806802	0
chr14_h1:102920000-102925000	0	0	0.02062802935	0	0	0.04125605871	0	0	0	0.02062802935	0	0.02062802935	0.02062802935	0.02062802935	0	0	0	0
chr14_h1:102925000-102930000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01345588851	0
chr14_h1:103070000-103075000	0	0	0	0	0	0	0.02253817368	0.02253817368	0	0	0	0	0	0	0	0	0	0
chr14_h1:103105000-103110000	0	0	0	0	0	0.0127364321	0.0127364321	0.0127364321	0	0	0	0	0	0	0	0	0	0
chr14_h1:103110000-103115000	0	0	0	0	0	0	0	0.01053139961	0	0	0	0	0	0	0	0	0	0
chr14_h1:103220000-103225000	0	0	0	0	0	0	0	0	0.03422637935	0.01711318968	0	0.03422637935	0	0	0	0	0	0
chr14_h1:103275000-103280000	0	0	0.01711318968	0	0	0.03422637935	0	0	0.03422637935	0.01711318968	0	0.01711318968	0	0	0	0	0.01711318968	0
chr14_h1:103285000-103290000	0.0127364321	0	0.0127364321	0	0	0.02547286421	0	0	0.0127364321	0.0127364321	0	0	0.0127364321	0	0	0	0	0
chr14_h1:103290000-103295000	0	0	0.02253817368	0	0	0	0	0	0	0.02253817368	0	0	0	0	0	0	0	0
chr14_h1:103310000-103315000	0	0	0.01053139961	0	0	0.01053139961	0	0	0	0	0	0.01053139961	0.01053139961	0	0	0	0.01053139961	0
chr14_h1:103580000-103585000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02229134515	0
chr14_h1:103585000-103590000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03049673047	0.01524836524	0
chr14_h1:103640000-103645000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02229134515	0
chr14_h1:103675000-103680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01524836524	0.03049673047	0
chr14_h1:103810000-103815000	0	0	0	0	0	0.02524348073	0	0	0	0	0	0	0	0	0	0.02524348073	0.02524348073	0
chr14_h1:103910000-103915000	0	0	0	0	0	0	0	0.02524348073	0	0	0	0	0	0	0	0	0	0
chr14_h1:104090000-104095000	0	0	0	0	0	0	0	0.007872423533	0	0	0	0	0	0	0	0	0	0
chr14_h1:104155000-104160000	0.03232709943	0.01616354971	0	0	0	0.03232709943	0	0.01616354971	0	0	0	0	0	0	0	0	0	0
chr14_h1:104215000-104220000	0.02586116331	0.01293058166	0	0	0	0.02586116331	0	0.01293058166	0	0	0	0	0	0	0	0	0	0
chr14_h1:104290000-104295000	0	0	0	0	0	0.01293058166	0	0.01293058166	0	0	0	0	0	0	0	0	0.01616354971	0
chr14_h1:104390000-104395000	0	0	0	0	0	0.01015968491	0	0.02031936981	0	0	0	0	0	0	0	0	0	0
chr14_h1:104515000-104520000	0	0	0	0	0	0	0	0.01568032273	0	0	0	0	0	0	0	0	0	0
chr14_h1:104535000-104540000	0	0	0	0	0	0	0	0.01227679709	0	0	0	0	0	0	0	0	0	0
chr14_h1:104555000-104560000	0	0	0	0	0	0.007872423533	0.03136064547	0.02355274627	0	0.007872423533	0	0	0	0	0	0	0	0.01568032273
chr14_h1:104560000-104565000	0	0	0	0	0	0	0	0.01015968491	0	0	0	0	0	0	0	0	0	0
chr14_h1:104590000-104595000	0	0	0	0	0	0.01538388536	0	0.01538388536	0	0	0	0	0	0	0	0	0	0
chr14_h1:104630000-104635000	0	0	0	0	0	0	0.01227679709	0.01227679709	0	0	0	0	0	0	0	0	0	0
chr14_h1:104635000-104640000	0	0	0	0	0	0	0	0.01538388536	0	0	0	0	0	0	0	0	0	0
chr14_h1:104650000-104655000	0	0	0	0	0	0.03643649567	0	0	0	0	0	0	0	0	0	0	0.07287299134	0.03643649567
chr14_h1:104705000-104710000	0	0	0.03643649567	0	0	0.03643649567	0.03643649567	0	0	0.03643649567	0	0.03643649567	0	0	0	0	0	0.03643649567
chr14_h1:104765000-104770000	0	0	0	0	0	0.01243306565	0	0	0	0.01830599022	0.03729919696	0	0.01243306565	0.03729919696	0	0	0.01243306565	0
chr14_h1:104795000-104800000	0.01519638577	0	0	0	0	0.01519638577	0	0	0	0	0	0	0	0	0	0	0.03039277153	0
chr14_h1:104810000-104815000	0	0	0	0	0	0.01830599022	0	0	0	0	0	0	0.01830599022	0	0	0	0.01830599022	0
chr14_h1:104825000-104830000	0.02727542144	0	0	0	0	0.02727542144	0	0	0	0	0	0	0	0	0	0	0.05455084288	0
chr14_h1:104865000-104870000	0	0	0	0	0	0.01243306565	0	0	0	0	0	0	0.01243306565	0	0	0	0.01243306565	0
chr14_h1:104870000-104875000	0	0	0.03039277153	0	0	0	0	0.02727542144	0.04247180721	0	0	0.08494361441	0.01519638577	0.04247180721	0	0	0	0
chr14_h1:104930000-104935000	0	0	0	0	0	0.01525796782	0	0.01525796782	0.01525796782	0.01525796782	0	0	0	0	0	0	0	0
chr14_h1:105045000-105050000	0	0	0	0	0	0	0	0	0.04577390345	0	0	0.03051593564	0	0	0	0	0	0
chr14_h1:105090000-105095000	0	0	0	0	0	0.03595773948	0	0.01859487111	0	0.03472573675	0	0	0	0	0	0	0.03595773948	0.01736286838
chr14_h1:105145000-105150000	0	0	0.05578461332	0	0	0	0	0	0.07437948442	0.01859487111	0	0.01859487111	0	0	0	0	0	0
chr14_h1:105185000-105190000	0	0	0.05208860513	0	0	0	0	0	0.06945147351	0.01736286838	0	0.01736286838	0	0	0	0	0	0
chr14_h1:105200000-105205000	0	0	0	0	0	0.02427785749	0	0	0	0	0	0	0	0	0	0	0.04855571499	0
chr14_h1:105205000-105210000	0	0	0	0	0	0	0	0.01846091169	0	0	0	0	0	0	0	0	0	0
chr14_h1:105285000-105290000	0	0	0	0	0	0.01846091169	0	0	0	0.01846091169	0	0	0	0	0	0	0.01846091169	0
chr14_h1:105350000-105355000	0	0	0	0	0	0	0	0	0	0.02427785749	0	0	0	0	0	0	0	0
chr14_h1:105370000-105375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01766531134	0	0
chr14_h1:105450000-105455000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01766531134	0
chr15_endo:25510000-25515000	0	0	0	0	0	0	0	0.01708747233	0	0	0	0	0	0	0	0	0	0
chr15_endo:25560000-25565000	0	0	0	0	0	0	0	0	0.01034920242	0.01034920242	0	0	0	0	0	0	0	0
chr15_endo:25645000-25650000	0	0	0	0	0	0	0	0.01034920242	0	0	0	0	0	0	0	0	0	0
chr15_endo:25690000-25695000	0	0	0	0	0	0	0	0.01708747233	0	0	0	0	0	0	0	0	0	0
chr15_endo:27055000-27060000	0	0	0	0	0	0	0	0.01002720471	0	0	0	0	0	0	0	0	0	0
chr15_endo:27355000-27360000	0	0	0	0	0	0	0	0.01002720471	0	0	0	0	0	0	0	0	0	0
chr15_endo:29140000-29145000	0	0	0	0	0	0	0	0.01072293155	0	0	0.01072293155	0	0.01072293155	0.01072293155	0.01072293155	0	0	0
chr15_endo:29265000-29270000	0	0	0	0	0	0.01072293155	0	0.01072293155	0	0	0.01072293155	0	0	0	0.01072293155	0	0	0
chr15_endo:32655000-32660000	0	0	0	0	0	0	0	0.01243671922	0	0	0	0	0	0	0	0	0	0
chr15_endo:32995000-33000000	0	0	0	0	0	0	0	0.01243671922	0	0	0	0	0	0	0	0	0	0
chr15_endo:33295000-33300000	0	0	0	0	0	0	0	0.02284398793	0	0	0	0	0	0	0	0	0	0
chr15_endo:33695000-33700000	0	0	0	0	0	0	0	0.02284398793	0	0	0	0	0	0	0	0	0	0
chr15_endo:36880000-36885000	0	0	0	0	0	0	0	0	0.06513777284	0	0	0.06513777284	0	0	0	0	0	0
chr15_endo:36940000-36945000	0	0	0	0	0	0	0	0.009328552346	0	0	0	0	0	0	0	0	0	0
chr15_endo:37030000-37035000	0	0	0	0	0	0	0	0.009328552346	0	0	0	0	0	0	0	0	0	0
chr15_endo:37105000-37110000	0	0	0	0	0	0	0	0	0.09770665926	0	0	0.09770665926	0	0	0	0	0	0
chr15_endo:37995000-38000000	0	0	0	0	0	0	0	0.01438024427	0	0	0	0	0	0	0	0	0	0
chr15_endo:38000000-38005000	0	0	0	0	0	0	0	0.02773665077	0	0	0	0	0	0	0	0	0	0
chr15_endo:38355000-38360000	0	0	0	0	0	0	0	0.01438024427	0	0	0	0	0	0	0	0	0	0
chr15_endo:38390000-38395000	0	0	0	0	0	0	0	0.02773665077	0	0	0	0	0	0	0	0	0	0
chr15_endo:38470000-38475000	0	0	0	0	0	0	0	0.02384889554	0	0	0	0	0	0	0	0	0	0
chr15_endo:38495000-38500000	0	0	0	0	0	0	0	0.01923748425	0	0	0	0	0	0	0	0	0	0
chr15_endo:38560000-38565000	0	0	0	0	0	0.01249304864	0	0.02498609727	0	0	0	0	0	0	0	0	0	0
chr15_endo:38565000-38570000	0	0	0	0	0	0	0	0.01752827231	0	0	0	0	0	0	0	0	0	0
chr15_endo:38665000-38670000	0	0	0.01249304864	0	0	0	0	0.01249304864	0.01249304864	0	0.01249304864	0.02498609727	0	0.01249304864	0	0	0	0
chr15_endo:38680000-38685000	0	0	0	0	0	0	0	0.01752827231	0.01752827231	0.01752827231	0	0.01752827231	0	0	0	0	0	0
chr15_endo:38685000-38690000	0	0	0	0	0	0	0	0.01923748425	0	0	0	0	0	0	0	0	0	0
chr15_endo:38695000-38700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02384889554	0.02384889554	0
chr15_endo:39685000-39690000	0	0	0	0	0	0	0	0.02608667336	0	0	0	0	0	0	0	0	0	0
chr15_endo:39755000-39760000	0	0	0	0	0	0	0	0.02608667336	0	0	0	0	0	0	0	0	0	0
chr15_endo:39800000-39805000	0	0	0	0	0	0	0	0.01226778894	0	0	0	0	0	0	0	0	0	0
chr15_endo:39875000-39880000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01226778894	0
chr15_endo:40045000-40050000	0	0.008922444416	0	0	0	0.008922444416	0	0.008922444416	0	0	0	0	0	0	0	0	0	0
chr15_endo:40050000-40055000	0.03159303826	0	0	0	0	0	0	0.01514108354	0	0	0.03159303826	0	0	0.01645195472	0.0467341218	0	0.03290390945	0
chr15_endo:40105000-40110000	0	0	0	0	0	0.03028216708	0	0	0	0	0	0	0	0	0	0	0.03028216708	0
chr15_endo:40160000-40165000	0	0	0	0	0	0.03290390945	0	0	0	0	0	0	0	0	0	0	0.03290390945	0
chr15_endo:40215000-40220000	0	0.02627929352	0	0	0	0.02627929352	0	0.02627929352	0	0	0	0	0	0	0	0	0	0
chr15_endo:40270000-40275000	0.02676733325	0.008922444416	0	0	0	0.01784488883	0	0	0	0	0	0	0	0	0	0.02627929352	0.04412418235	0
chr15_endo:40335000-40340000	0	0	0	0	0	0.03724353467	0	0.01862176733	0	0	0	0	0.01862176733	0	0	0	0.01862176733	0
chr15_endo:40420000-40425000	0.01862176733	0.01862176733	0	0	0	0.01862176733	0	0	0	0	0	0	0	0	0.01862176733	0	0	0
chr15_endo:40900000-40905000	0	0	0	0	0	0	0	0.03260690984	0	0	0	0	0	0	0	0	0.03260690984	0
chr15_endo:40940000-40945000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01745280282	0
chr15_endo:41015000-41020000	0	0	0.03490560565	0	0	0	0	0	0.03490560565	0.01745280282	0.01745280282	0.03490560565	0	0	0.03490560565	0	0	0
chr15_endo:41020000-41025000	0	0	0	0.03260690984	0	0	0	0	0	0	0	0	0	0	0	0.06521381968	0	0
chr15_endo:41555000-41560000	0	0	0	0	0	0.02310844784	0	0.02310844784	0	0	0	0	0	0	0	0	0.02310844784	0
chr15_endo:41810000-41815000	0	0.02310844784	0	0	0	0	0	0.02310844784	0	0	0.02310844784	0	0	0	0.04621689568	0	0	0
chr15_endo:41820000-41825000	0	0	0	0	0	0.01301991066	0	0.01301991066	0	0	0	0	0	0	0	0	0.01301991066	0
chr15_endo:41845000-41850000	0.01004767922	0	0	0	0	0.01004767922	0	0	0	0	0	0	0	0	0	0.01004767922	0.02009535845	0
chr15_endo:41865000-41870000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01301991066	0
chr15_endo:41900000-41905000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01004767922	0.02009535845	0
chr15_endo:41985000-41990000	0.04438815488	0	0	0	0	0	0	0.08877630976	0	0	0.04438815488	0	0	0	0.08877630976	0	0	0
chr15_endo:41990000-41995000	0	0	0	0	0	0	0	0.00746241828	0	0	0	0	0	0	0	0	0	0
chr15_endo:42055000-42060000	0.04438815488	0.04438815488	0	0	0	0	0	0.04438815488	0	0	0	0	0	0	0	0	0	0
chr15_endo:42065000-42070000	0	0	0	0	0	0	0	0.03084811566	0	0	0	0	0	0	0	0	0	0
chr15_endo:42135000-42140000	0.00746241828	0	0	0	0	0.00746241828	0	0.03831053394	0	0	0	0	0	0	0	0	0	0
chr15_endo:42700000-42705000	0	0	0	0	0	0	0	0.02306029409	0	0	0	0	0	0	0	0	0	0
chr15_endo:42925000-42930000	0	0	0	0	0	0	0	0.02306029409	0	0	0	0	0	0	0	0	0	0
chr15_endo:43225000-43230000	0	0	0	0	0	0	0	0.03208673705	0	0	0	0	0	0	0	0	0	0
chr15_endo:43280000-43285000	0	0	0	0	0	0	0	0.03208673705	0	0	0	0	0	0	0	0	0	0
